Lev.YearMonth;HÑmtstÑlle;HÑmtstÑlle Gatuadress;HÑmtstÑlle Ort;HÑmtstÑlle MÑrkning;Artikel;RODkod;RodKodbeskr;EWCkod;Farligt avfall;Kvantitet kg
202302;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;5 560
202302;05250022    Volvo Personvagnar AB (Gîteborg);Parkering PVBL;Gîteborg;Batlab Steg 3;3691 Asfalt, bygg & riv;R11;R11 Recycled, incl metal scrap;170302;NEJ;1 650
202302;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3163 Plast, Bygg och rivning;R11;R11 Recycled, incl metal scrap;170203;NEJ;800
202302;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3921 Sammansatt avfall, bygg & riv;R11;R11 Recycled, incl metal scrap;170904;NEJ;570
202302;05668033    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;Project - WPO PV Renovation;3921 Sammansatt avfall, bygg & riv;R11;R11 Recycled, incl metal scrap;170904;NEJ;1 400
202302;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3305 Glas, isomix;R5;R5 Recycled, incl metal scrap;191205;NEJ;2 260
202302;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;4215 Reklamation Papper;-1;-1 N/A;-1;NEJ;500
202302;05008305    Volvo Personvagnar AB (Gîteborg);Volvo RA/Lastplats E8;Gîteborg;KÑrl kasserad kanalplast PP-Well;3445 Blandad hÜrdplast;R13;R13 Recycled, incl metal scrap;160119;NEJ;2 300
202302;05008305    Volvo Personvagnar AB (Gîteborg);Volvo RA/Lastplats E8;Gîteborg;KÑrl kasserad kanalplast PP-Well;3627 PP;R13;R13 Recycled, incl metal scrap;160119;NEJ;670
202302;05628151    Volvo Personvagnar AB (Gîteborg);AmazonvÑgen;Gîteborg;VHK;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;45
202302;05628151    Volvo Personvagnar AB (Gîteborg);AmazonvÑgen;Gîteborg;VHK;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202302;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3909 BrÑnnbart grovt/îverstort;R1;R1 With energy recovery;191210;NEJ;3 050
202302;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202302;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;110
202302;0447318      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;100
202302;0447318      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;220
202302;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3921 Sammansatt avfall, bygg & riv;R1;R1 With energy recovery;170904;NEJ;1 060
202302;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;65
202302;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3922 Organiskt avfall fr. kîk;R3;R3 Recycled, incl metal scrap;200108;NEJ;639
202302;03791647    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 9;Gîteborg;Byggnad VB;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;75
202302;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3934 Glykol, blandning;R1;R1 With energy recovery;160114;JA;5
202302;05711031    Volvo Personvagnar AB (Gîteborg);KarossvÑgen VCI;Gîteborg;Projekt tîmning VCI;8244 Grovt-îverstort, bygg & riv;R1;R1 With energy recovery;170904;NEJ;8 300
202302;05250022    Volvo Personvagnar AB (Gîteborg);Parkering PVBL;Gîteborg;Batlab Steg 3;8244 Grovt-îverstort, bygg & riv;R1;R1 With energy recovery;170904;NEJ;600
202302;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3891 LDPE 80/20;R13;R13 Recycled, incl metal scrap;200139;NEJ;1 200
202302;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;15 100
202302;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202302;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;20
202302;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;20
202302;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3440 Tissue;R3;R3 Recycled, incl metal scrap;80399;NEJ;440
202302;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202302;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;190
202302;05119557    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;FNI - VAK Miljîstation;3440 Tissue;R3;R3 Recycled, incl metal scrap;200101;NEJ;420
202302;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;45
202302;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202302;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;110
202302;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;180
202302;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;180
202302;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;613
202302;04395760    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAKVN, Kundnr: 04395760;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;35
202302;0469536      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg 2;Gîteborg;Volvohallen, kundnr: 0469536;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;30
202302;0469536      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg 2;Gîteborg;Volvohallen, kundnr: 0469536;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202302;05177977    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;PVS Design Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202302;05177977    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;PVS Design Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;40
202302;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;300
202302;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;45
202302;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;55
202302;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;50
202302;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;30
202302;05279690    Volvo Personvagnar AB (Gîteborg);John Bunyans VÑg;Gîteborg;PVôL Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;70
202302;05279690    Volvo Personvagnar AB (Gîteborg);John Bunyans VÑg;Gîteborg;PVôL Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;70
202302;03879145    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PV Byggnad PVôL;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;7 240
202302;05711031    Volvo Personvagnar AB (Gîteborg);KarossvÑgen VCI;Gîteborg;Projekt tîmning VCI;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;4 436
202302;05645056    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 2 ôstra;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202302;05645056    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 2 ôstra;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;115
202302;05645072    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 3 Sîdra;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202302;0447193      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVô, kundnr: 0447193;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;7 640
202302;05177985    Volvo Personvagnar AB (Gîteborg);PV-gatan;Gîteborg;PV14 Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;155
202302;05177985    Volvo Personvagnar AB (Gîteborg);PV-gatan;Gîteborg;PV14 Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;530
202302;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;120
202302;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;21
202302;05153739    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;PVT;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202302;05153739    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;PVT;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202302;05642202    Volvo Personvagnar AB (Gîteborg);UtrustningsvÑgen;Gîteborg;WPO TUN;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;30
202302;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;110
202302;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;180
202302;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;270
202302;0469544      Volvo Personvagnar AB (Gîteborg);VCI;Gîteborg;VCI, kundnr: 0469544;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;79
202302;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;80
202302;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;120
202302;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;220
202302;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;1 015
202302;03756251    Volvo Personvagnar AB (Gîteborg);Volvo jakobs vÑg 15;Gîteborg;Volvo Byggnad: PV17;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;40
202302;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;110
202302;04363347    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg/PVD Norra;Gîteborg;Rest. The Harvest (Volvo PVD);3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;120
202302;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;40
202302;0447318      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;452 Blybatterier, start;R4;R4 Recycled, incl metal scrap;160601;JA;426
202302;0447318      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;1 480
202302;0447318      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;3501 Batterier, smÜ (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;7
202302;05645072    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 3 Sîdra;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;35
202302;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;15
202302;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;10
202302;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;15
202302;05119557    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;FNI - VAK Miljîstation;18019 Kontorselektronik;R4;R4 Recycled, incl metal scrap;160213;JA;145
202302;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3501 Batterier, smÜ (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;5
202302;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3715 ôvriga lampor < 60 cm;R4;R4 Recycled, incl metal scrap;160215;JA;1
202302;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3803 Litiumjonbatterier;R4;R4 Recycled, incl metal scrap;160605;NEJ;2
202302;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;65
202302;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;5
202302;03879145    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PV Byggnad PVôL;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;200140;NEJ;2 060
202302;05711031    Volvo Personvagnar AB (Gîteborg);KarossvÑgen VCI;Gîteborg;Projekt tîmning VCI;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;200140;NEJ;2 600
202302;04621678    Volvo Personvagnar AB (Gîteborg);Miljîstation RA;Gîteborg;FA Styckegods;452 Blybatterier, start;R4;R4 Recycled, incl metal scrap;160601;JA;708
202302;0447250      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PV Bilar, kundnr: 0447250;1882 Miljîbeh.Bilkarosser Mix Opressad;R4;R4 Recycled, incl metal scrap;200140;NEJ;36 700
202302;0447193      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVô, kundnr: 0447193;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;23 797
202302;0447193      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVô, kundnr: 0447193;3803 Litiumjonbatterier;R4;R4 Recycled, incl metal scrap;160605;NEJ;228
202302;0447235      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;TLE Bilar, kundnr: 0447235;1882 Miljîbeh.Bilkarosser Mix Opressad;R4;R4 Recycled, incl metal scrap;200140;NEJ;18 010
202302;04257192    Volvo Personvagnar AB (Lammhult);NyholmsvÑgen 1;Lammhult;Externlager Lammhult;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;9 621
202302;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3501 Batterier, smÜ (maxvikt 3 kg);R4;R4 Recycled, incl metal scrap;200133;JA;25
202302;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3702 Oljefilter;R4;R4 Recycled, incl metal scrap;160107;JA;56
202302;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3715 ôvriga lampor < 60 cm;R4;R4 Recycled, incl metal scrap;160215;JA;1
202302;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3803 Litiumjonbatterier;R4;R4 Recycled, incl metal scrap;160605;NEJ;15
202302;05552054    Volvo Personvagnar AB (Gîteborg);PVTR TunnelvÑgen;Gîteborg;PV - TP3-4 Elektrifiering;3701 Lysrîr;R4;R4 Recycled, incl metal scrap;200121;JA;25
202302;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;170405;NEJ;1 620
202302;0469627      Volvo Personvagnar AB (Gîteborg);TD;Gîteborg;TD, kundnr: 0469627;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;960
202302;0477752      Volvo Personvagnar AB (Gîteborg);TLA Norra;Gîteborg;UtstÑllningar, kundnr: 0477752;18019 Kontorselektronik;R4;R4 Recycled, incl metal scrap;160213;JA;1 128
202302;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;3 320
202302;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;13 990
202302;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;18019 Kontorselektronik;R4;R4 Recycled, incl metal scrap;160213;JA;1 254
202302;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;70
202302;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;5
202302;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;40
202302;04363347    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg/PVD Norra;Gîteborg;Rest. The Harvest (Volvo PVD);3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;55
202302;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0447318      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;RV, Bilar och Tekn.supp, kundnr: 0447318;3305 Glas, isomix;R5;R5 Recycled, incl metal scrap;191205;NEJ;452
202302;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202302;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;10
202302;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;45
202302;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;30
202302;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3799 Porslin;R5;R5 Recycled, incl metal scrap;200199;NEJ;10
202302;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05279690    Volvo Personvagnar AB (Gîteborg);John Bunyans VÑg;Gîteborg;PVôL Office Waste;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;05279690    Volvo Personvagnar AB (Gîteborg);John Bunyans VÑg;Gîteborg;PVôL Office Waste;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;03408291    Volvo Personvagnar AB (Gîteborg);Miljîstation 1-2;Gîteborg;Volvo RA, TIR;3906 Verksamhetsavfall fîr sortering;R11;R11 Recycled, incl metal scrap;200301;NEJ;5 875
202302;05250022    Volvo Personvagnar AB (Gîteborg);Parkering PVBL;Gîteborg;Batlab Steg 3;3692 Gips;R5;R5 Recycled, incl metal scrap;170802;NEJ;1 150
202302;04133906    Volvo Personvagnar AB (Gîteborg);PVèV GÜrden, Rîra ByvÑg;Gîteborg;PVèV Office Waste;3292 FTI Glas ofÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
202302;04133906    Volvo Personvagnar AB (Gîteborg);PVèV GÜrden, Rîra ByvÑg;Gîteborg;PVèV Office Waste;3293 FTI Glas fÑrgat fîrp. FNI;R5;R5 Recycled, incl metal scrap;150107;NEJ;5
